# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0M03729g		CAL0136745	YNL298W	CLA4	S000005242
CAGL0M10912g		CAL0136951	YNR032C-A	HUB1	S000007251
CAGL0K07898g		CAL0133815	YPR084W	YPR084W	S000006288
CAGL0H02079g		CAL0132028	YHR088W	RPF1	S000001130
CAGL0I07183g		CAL0132674	YOR140W	SFL1	S000005666
CAGL0M00880g	CAR2	CAL0137151	YLR438W	CAR2	S000004430
CAGL0M06875g		CAL0136591	YNL025C	SSN8	S000004970
CAGL0M11286g		CAL0137331	YMR228W	MTF1	S000004841
CAGL0M11220g		CAL0137365	YMR224C	MRE11	S000004837
CAGL0G06688g	MET4	CAL0130079	YNL103W	MET4	S000005047
CAGL0C01573g		CAL0127526	YBR249C	ARO4	S000000453
CAGL0B00660g		CAL0127694	YCL045C	EMC1	S000000550
CAGL0H00352g		CAL0130559	YLR453C	RIF2	S000004445
CAGL0H06875g	ARG81	CAL0131844	YML099C	ARG81	S000004565
CAGL0K03751g		CAL0134465	YMR126C	DLT1	S000004733
CAGL0K08668g	MET28	CAL0134269	YIR017C	MET28	S000001456
CAGL0J07480g		CAL0133300	YNL233W	BNI4	S000005177
CAGL0J09548g		CAL0133226	YPL016W	SWI1	S000005937
CAGL0J05346g		CAL0133120	YGL097W	SRM1	S000003065
CAGL0K00407g		CAL0134027	YKL207W	EMC3	S000001690
CAGL0G00990g	RPP0	CAL0130576	YLR340W	RPP0	S000004332
CAGL0M09185g		CAL0137489	YJR088C	EMC2	S000003848
CAGL0E06226g		CAL0128708	YKL157W	APE2	S000001640
CAGL0K01837g		CAL0133899	YDL015C	TSC13	S000002173
CAGL0E02189g		CAL0128792	YOL110W	SHR5	S000005470
CAGL0K08712g		CAL0134067	YIR015W	RPR2	S000001454
CAGL0G07106g	APT1	CAL0130544	YML022W	APT1	S000004484
CAGL0H00869g		CAL0130635	YPL243W	SRP68	S000006164
CAGL0M11924g		CAL0136405	YAL034W-A	MTW1	S000000032
CAGL0L06512g		CAL0134982	YGR230W	BNS1	S000003462
CAGL0A01023g		CAL0126619	YLR328W	NMA1	S000004320
CAGL0L08338g		CAL0135128	YIL138C	TPM2	S000001400
CAGL0H06523g		CAL0129831	YIL145C	PAN6	S000001407
CAGL0G05610g		CAL0130653	YDL219W	DTD1	S000002378
CAGL0J01001g		CAL0133242	YJL036W	SNX4	S000003573
CAGL0G03971g		CAL0130632	YLL029W	FRA1	S000003952
CAGL0M04191g	YPS1	CAL0136285	YLR120C	YPS1	S000004110
CAGL0L05412g		CAL0135742	YJL115W	ASF1	S000003651
CAGL0M04345g		CAL0137285	YLR132C	USB1	S000004122
CAGL0C04631g		CAL0127620	YJR100C	AIM25	S000003861
CAGL0L10956g		CAL0134986	YOR275C	RIM20	S000005801
CAGL0B02695g		CAL0127798	YDR255C	RMD5	S000002663
CAGL0B01166g	SWI6	CAL0127156	YLR182W	SWI6	S000004172
CAGL0J04994g		CAL0133126	YJL053W	PEP8	S000003589
CAGL0D03410g		CAL0128101	YJL025W	RRN7	S000003562
CAGL0F02739g		CAL0129982	YDR407C	TRS120	S000002815
CAGL0J01507g		CAL0133500	YMR076C	PDS5	S000004681
CAGL0J00847g		CAL0133218	YJL045W	YJL045W	S000003581
CAGL0L12034g		CAL0135336	YER176W	ECM32	S000000978
CAGL0I08855g		CAL0129987	YGR166W	TRS65	S000003398
CAGL0J02068g		CAL0133528	YIL005W	EPS1	S000001267
CAGL0L10978g		CAL0135778	YOR276W	CAF20	S000005802
CAGL0G10065g		CAL0129660	YPR188C	MLC2	S000006392
CAGL0D00638g		CAL0128055	YDL074C	BRE1	S000002232
CAGL0L05654g	TRK1	CAL0135736	YJL129C	TRK1	S000003665
CAGL0C02827g		CAL0127448	YOR264W	DSE3	S000005790
CAGL0F07491g		CAL0131022	YGL106W	MLC1	S000003074
CAGL0M13849g	GAS2	CAL0137357	YMR307W	GAS1	S000004924
CAGL0M09339g		CAL0136627	YBL107C	MIX23	S000000203
CAGL0G02277g		CAL0129433	YKR085C	MRPL20	S000001793
CAGL0M12727g		CAL0137397	YIL070C	MAM33	S000001332
CAGL0M03641g		CAL0137059	YNL293W	MSB3	S000005237
CAGL0I03806g		CAL0132446	YDL141W	BPL1	S000002300
CAGL0K02365g		CAL0134919	YPR021C	AGC1	S000006225
CAGL0B05049g		CAL0127736	YLR247C	IRC20	S000004237
CAGL0B04257g		CAL0127014	YDR012W	RPL4B	S000002419
CAGL0H04609g		CAL0131518	YBL088C	TEL1	S000000184
CAGL0I00550g		CAL0132606	YLR297W	YLR297W	S000004288
CAGL0J11704g		CAL0133560	YMR004W	MVP1	S000004606
CAGL0H06501g		CAL0130114	YLR386W	VAC14	S000004378
CAGL0L02761g		CAL0135808	YOR212W	STE4	S000005738
CAGL0M02189g		CAL0136595	YPL155C	KIP2	S000006076
CAGL0L12892g		CAL0135542	YKL051W	SFK1	S000001534
CAGL0L09669g		CAL0136098	YKL014C	URB1	S000001497
CAGL0J04818g	CRN1	CAL0133034	YLR429W	CRN1	S000004421
CAGL0L02959g		CAL0135112	YKR021W	ALY1	S000001729
CAGL0C01727g		CAL0127286	YBR243C	ALG7	S000000447
CAGL0E00781g		CAL0128704	YDR172W	SUP35	S000002579
CAGL0I05610g		CAL0130450	YNR014W	YNR014W	S000005297
CAGL0M08118g		CAL0137093	YKL180W	RPL17A	S000001663
CAGL0J02486g		CAL0132818	YIL030C	SSM4	S000001292
CAGL0M07700g		CAL0136779	YMR013C	SEC59	S000004615
CAGL0M13585g		CAL0136335	YMR293C	HER2	S000004907
CAGL0I06787g		CAL0130071	YER143W	DDI1	S000000945
CAGL0G01430g		CAL0129700	YNL045W	LAP2	S000004990
CAGL0L05676g		CAL0135348	YJL130C	URA2	S000003666
CAGL0L10450g		CAL0135006	YOR067C	ALG8	S000005593
CAGL0L06820g		CAL0135012	YDL079C	MRK1	S000002237
CAGL0K00583g		CAL0133795	YJL196C	ELO1	S000003732
CAGL0G05093g		CAL0129680	YDR061W	YDR061W	S000002468
CAGL0E04466g		CAL0128940	YHR014W	SPO13	S000001056
CAGL0I05500g		CAL0132730	YER099C	PRS2	S000000901
CAGL0H05401g		CAL0131568	YPL076W	GPI2	S000005997
CAGL0M03575g		CAL0136885	YNL290W	RFC3	S000005234
CAGL0K02915g		CAL0133945	YHR002W	LEU5	S000001044
CAGL0K02211g		CAL0134305	YER127W	LCP5	S000000929
CAGL0H10318g		CAL0131720	YDL108W	KIN28	S000002266
CAGL0I01694g		CAL0130394	YJR035W	RAD26	S000003796
CAGL0J04356g		CAL0133316	YBL019W	APN2	S000000115
CAGL0G04037g		CAL0130354	YLL032C	YLL032C	S000003955
CAGL0M13365g		CAL0136559	YHR184W	SSP1	S000001227
CAGL0I03850g		CAL0132560	YDL139C	SCM3	S000002298
CAGL0A02838g		CAL0126713	YDR369C	XRS2	S000002777
CAGL0I01188g		CAL0132364	YHR107C	CDC12	S000001149
CAGL0E00715g		CAL0128964	YDR175C	RSM24	S000002582
CAGL0M09669g		CAL0136251	YMR154C	RIM13	S000004763
CAGL0G01694g		CAL0137715	YPR107C	YTH1	S000006311
CAGL0K03443g	YKU80	CAL0134697	YMR106C	YKU80	S000004712
CAGL0L11792g		CAL0135516	YER165W	PAB1	S000000967
CAGL0I08723g		CAL0130382	YGR171C	MSM1	S000003403
CAGL0K12012g	KRS1	CAL0134721	YDR037W	KRS1	S000002444
CAGL0E02585g		CAL0128768	YOR001W	RRP6	S000005527
CAGL0L06710g		CAL0135284	YBR147W	RTC2	S000000351
CAGL0K12496g		CAL0133913	YFL029C	CAK1	S000001865
CAGL0H10384g		CAL0131576	YDL111C	RRP42	S000002269
CAGL0F05665g		CAL0131094	YDR189W	SLY1	S000002597
CAGL0I06941g		CAL0132710	YGL222C	EDC1	S000003190
CAGL0F08195g		CAL0131276	YGR249W	MGA1	S000003481
CAGL0M12034g	PYK1	CAL0137479	YAL038W	CDC19	S000000036
CAGL0H08690g		CAL0129748	YPR045C	THP3	S000006249
CAGL0K03619g		CAL0134409	YMR117C	SPC24	S000004723
CAGL0D01936g	SNF7	CAL0128285	YLR025W	SNF7	S000004015
CAGL0K02167g		CAL0134845	YER129W	SAK1	S000000931
CAGL0L03806g		CAL0135596	YNL110C	NOP15	S000005054
CAGL0I05280g		CAL0132750	YIL023C	YKE4	S000001285
CAGL0M11704g	AHP1	CAL0136519	YLR109W	AHP1	S000004099
CAGL0G00242g	YOR1	CAL0130663	YGR281W	YOR1	S000003513
CAGL0I08371g		CAL0132154	YPR162C	ORC4	S000006366
CAGL0K03971g		CAL0134395	YGR028W	MSP1	S000003260
CAGL0D03674g		CAL0128197	YPL226W	NEW1	S000006147
CAGL0G07315g		CAL0130711	YML030W	RCF1	S000004492
CAGL0H01023g		CAL0131802	YDR279W	RNH202	S000002687
CAGL0J08393g		CAL0133462	YDR499W	LCD1	S000002907
CAGL0H00572g		CAL0131958	YJR116W	TDA4	S000003877
CAGL0J00407g		CAL0133324	YHR050W	SMF2	S000001092
CAGL0K04323g		CAL0133763	YGR053C	YGR053C	S000003285
CAGL0J09306g		CAL0132970	YDL128W	VCX1	S000002286
CAGL0K04939g		CAL0133979	YNL217W	YNL217W	S000005161
CAGL0K10054g		CAL0134375	YDR081C	PDC2	S000002488
CAGL0I06226g		CAL0132588	YJL162C	JJJ2	S000003698
CAGL0J11836g		CAL0133140	YML042W	CAT2	S000004506
CAGL0I01826g		CAL0130023	YHR148W	IMP3	S000001191
CAGL0M03949g		CAL0136863	YNL310C	ZIM17	S000005254
CAGL0M06347g		CAL0137463	YBR183W	YPC1	S000000387
CAGL0E00913g		CAL0128896	YDR168W	CDC37	S000002575
CAGL0M04059g		CAL0137153	YNL316C	PHA2	S000005260
CAGL0A04125g		CAL0126787	YLR192C	HCR1	S000004182
CAGL0D00440g		CAL0128469	YKL186C	MTR2	S000001669
CAGL0H02651g		CAL0131736	YMR247C	RKR1	S000004861
CAGL0F01771g		CAL0131050	YLR057W	MNL2	S000004047
CAGL0E05962g		CAL0128676	YPL222W	FMP40	S000006143
CAGL0K06479g		CAL0134453	YDR466W	PKH3	S000002874
CAGL0A02574g		CAL0126945	YDR354W	TRP4	S000002762
CAGL0L11374g		CAL0135614	YML070W	DAK1	S000004535
CAGL0L12012g		CAL0136020	YER175C	TMT1	S000000977
CAGL0L13112g	RGR1	CAL0135684	YLR071C	RGR1	S000004061
CAGL0L07348g		CAL0135386	YDL102W	POL3	S000002260
CAGL0L07832g		CAL0135770	YCR016W	YCR016W	S000000609
CAGL0J09394g		CAL0129853	YDL124W	YDL124W	S000002282
CAGL0E04950g		CAL0129118	YGL144C	ROG1	S000003112
CAGL0G01804g		CAL0130121	YPR103W	PRE2	S000006307
CAGL0K00715g	RTA1	CAL0134951	YGR213C	RTA1	S000003445
CAGL0M07568g		CAL0137045	YMR022W	UBC7	S000004624
CAGL0D01694g		CAL0128297	YPR054W	SMK1	S000006258
CAGL0I05434g		CAL0132270	YKL058W	TOA2	S000001541
CAGL0K12738g		CAL0133809	YFL041W	FET5	S000001853
CAGL0D02838g		CAL0128129	YLL034C	RIX7	S000003957
CAGL0J05060g	ZAP1	CAL0133356	YJL056C	ZAP1	S000003592
CAGL0G06754g		CAL0129332	YCR002C	CDC10	S000000595
CAGL0J09988g		CAL0133422	YNL063W	MTQ1	S000005007
CAGL0F08657g	PEX23	CAL0131120	YGR004W	PEX31	S000003236
CAGL0A03366g		CAL0126639	YLR028C	ADE16	S000004018
CAGL0K08756g	AP5	CAL0134489	YIR018W	YAP5	S000001457
CAGL0K05995g		CAL0134535	YLR260W	LCB5	S000004250
CAGL0J01892g	PAN1	CAL0133524	YIR006C	PAN1	S000001445
CAGL0J09262g		CAL0133130	YDL130W-A	STF1	S000007232
CAGL0I09218g		CAL0132348	YBR260C	RGD1	S000000464
CAGL0G05005g		CAL0130793	YLR363C	NMD4	S000004355
CAGL0L00451g		CAL0135458	YMR188C	MRPS17	S000004800
CAGL0I00616g		CAL0129436	YLR292C	SEC72	S000004283
CAGL0I06457g		CAL0132582	YPR170W-B	YPR170W-B	S000028515
CAGL0H09416g		CAL0131930	YER017C	AFG3	S000000819
CAGL0I02156g		CAL0132718	YHR161C	YAP1801	S000001204
CAGL0B02475g	PHO84	CAL0127774	YML123C	PHO84	S000004592
CAGL0D04202g		CAL0128407	YIL090W	ICE2	S000001352
CAGL0J08162g		CAL0132774	YNL268W	LYP1	S000005212
CAGL0J08250g		CAL0129427	YNL273W	TOF1	S000005217
CAGL0G02233g		CAL0129325	YKR083C	DAD2	S000001791
CAGL0H10230g		CAL0130018	YBR060C	ORC2	S000000264
CAGL0I02838g		CAL0132654	YOR113W	AZF1	S000005639
CAGL0I09152g		CAL0132262	YBR257W	POP4	S000000461
CAGL0M11880g		CAL0137321	YCR044C	PER1	S000000640
CAGL0K12848g	SEC53	CAL0134763	YFL045C	SEC53	S000001849
CAGL0K03047g		CAL0134509	YMR072W	ABF2	S000004676
CAGL0J04070g		CAL0133078	YOR224C	RPB8	S000005750
CAGL0K10032g		CAL0134799	YDR082W	STN1	S000002489
CAGL0F02101g		CAL0129844	YFL007W	BLM10	S000001887
CAGL0E02805g		CAL0129108	YBL008W	HIR1	S000000104
CAGL0I08547g		CAL0132088	YER156C	YER156C	S000000958
CAGL0F07887g		CAL0130870	YDR212W	TCP1	S000002620
CAGL0K05467g	CDC21	CAL0133839	YOR074C	CDC21	S000005600
CAGL0K03531g		CAL0134019	YMR112C	MED11	S000004718
CAGL0K04565g		CAL0134537	YGR065C	VHT1	S000003297
CAGL0M10417g		CAL0137457	YDR003W	RCR2	S000002410
CAGL0G08063g		CAL0130528	YDR092W	UBC13	S000002499
CAGL0E05500g		CAL0128962	YOR341W	RPA190	S000005868
CAGL0J03542g		CAL0132884	YCR068W	ATG15	S000000664
CAGL0C05049g		CAL0127572	YAR042W	SWH1	S000000081
CAGL0M06127g		CAL0137495	YBR171W	SEC66	S000000375
CAGL0M07315g		CAL0136283	YPL057C	SUR1	S000005978
CAGL0H07491g		CAL0131776	YBR158W	AMN1	S000000362
CAGL0L11000g		CAL0135344	YOR278W	HEM4	S000005804
CAGL0J01419g		CAL0133152	YMR086W	SEG1	S000004692
CAGL0M10219g		CAL0137027	YKL008C	LAC1	S000001491
CAGL0J04906g		CAL0133162	YJL049W	YJL049W	S000003585
CAGL0M11836g		CAL0136697	YAL033W	POP5	S000000031
CAGL0C01705g	GPX2	CAL0127592	YBR244W	GPX2	S000000448
CAGL0J04686g	ATG17	CAL0133050	YLR423C	ATG17	S000004415
CAGL0D03564g		CAL0128467	YKL193C	SDS22	S000001676
CAGL0I07711g		CAL0132120	YOL091W	SPO21	S000005451
CAGL0A03454g		CAL0126883	YLR033W	RSC58	S000004023
CAGL0M11528g		CAL0137129	YLR102C	APC9	S000004092
CAGL0G00506g		CAL0129208	YGR271W	SLH1	S000003503
CAGL0J08294g		CAL0133176	YNL275W	BOR1	S000005219
CAGL0B01232g	EMG1	CAL0127832	YLR186W	EMG1	S000004176
CAGL0F07469g		CAL0131290	YGL107C	RMD9	S000003075
CAGL0F02673g		CAL0130934	YDR404C	RPB7	S000002812
CAGL0G06424g		CAL0130827	YOR357C	SNX3	S000005884
CAGL0K00957g		CAL0134059	YGR200C	ELP2	S000003432
CAGL0M09086g		CAL0136477	YJR092W	BUD4	S000003852
CAGL0A03806g		CAL0126941	YOR298W	MUM3	S000005824
CAGL0B04807g		CAL0127762	YNL004W	HRB1	S000004949
CAGL0I04136g		CAL0132230	YGL226W	MTC3	S000003195
CAGL0M07513g		CAL0136295	YMR024W	MRPL3	S000004626
CAGL0G07271g		CAL0137527	YML028W	TSA1	S000004490
CAGL0D00198g		CAL0128291	YAL060W	BDH1	S000000056
CAGL0M09229g		CAL0137221	YJR085C	YJR085C	S000003845
CAGL0M13871g	PSE1	CAL0136855	YMR308C	PSE1	S000004925
CAGL0E05104g		CAL0128802	YGL154C	LYS5	S000003122
CAGL0J09878g		CAL0133408	YBR123C	TFC1	S000000327
CAGL0F01683g		CAL0130910	YLR061W	RPL22A	S000004051
CAGL0D05258g		CAL0128081	YFR031C	SMC2	S000001927
CAGL0A01155g		CAL0126855	YPL269W	KAR9	S000006190
CAGL0A00561g		CAL0126955	YGL004C	RPN14	S000002972
CAGL0L03520g	BCK1	CAL0135680	YJL095W	BCK1	S000003631
CAGL0J05082g		CAL0133416	YJL057C	IKS1	S000003593
CAGL0J10340g		CAL0133134	YGL100W	SEH1	S000003068
CAGL0H02739g	MAS1	CAL0131578	YLR163C	MAS1	S000004153
CAGL0I01078g	PFY1	CAL0132372	YOR122C	PFY1	S000005648
CAGL0L02409g		CAL0135586	YEL005C	VAB2	S000000731
CAGL0A04499g		CAL0126843	YBL071W-A	KTI11	S000007587
CAGL0G05588g		CAL0130659	YDL220C	CDC13	S000002379
CAGL0M01540g	SPT3	CAL0137029	YDR392W	SPT3	S000002800
CAGL0H02849g		CAL0131642	YJL072C	PSF2	S000003608
CAGL0J02156g		CAL0132918	YIL001W	YIL001W	S000001263
CAGL0B02409g		CAL0126990	YML119W	YML119W	S000004588
CAGL0D02398g		CAL0128041	YLR118C	YLR118C	S000004108
CAGL0K06369g		CAL0134781	YDR460W	TFB3	S000002868
CAGL0L02475g	GCN4	CAL0134984	YEL009C	GCN4	S000000735
CAGL0I02926g		CAL0132284	YDR496C	PUF6	S000002904
CAGL0J00429g	COX6	CAL0132860	YHR051W	COX6	S000001093
CAGL0H04631g	AP1	CAL0130344	YML007W	YAP1	S000004466
CAGL0L04752g		CAL0135764	YGR113W	DAM1	S000003345
CAGL0B02189g		CAL0127766	YGR218W	CRM1	S000003450
CAGL0I07865g		CAL0130243	YOL084W	PHM7	S000005444
CAGL0M13981g		CAL0137481	YMR313C	TGL3	S000004930
CAGL0K05819g		CAL0134317	YDR514C	YDR514C	S000002922
CAGL0L02893g		CAL0135692	YOR205C	GEP3	S000005731
CAGL0H04169g		CAL0130615	YML082W	YML082W	S000004547
CAGL0K02453g		CAL0134795	YPR018W	RLF2	S000006222
CAGL0J08613g		CAL0133476	YOR087W	YVC1	S000005613
CAGL0F04279g		CAL0130922	YBL033C	RIB1	S000000129
CAGL0C03443g	LYS9	CAL0127518	YNR050C	LYS9	S000005333
CAGL0I07205g		CAL0132082	YOR138C	RUP1	S000005664
CAGL0C02629g		CAL0127400	YLR394W	CST9	S000004386
CAGL0J06886g	VPS30	CAL0132924	YPL120W	VPS30	S000006041
CAGL0M04565g		CAL0137433	YLR144C	ACF2	S000004134
CAGL0I02574g		CAL0129979	YHR179W	OYE2	S000001222
CAGL0M04609g	SPE4	CAL0136643	YLR146C	SPE4	S000004136
CAGL0H02167g		CAL0131800	YHR083W	SAM35	S000001125
CAGL0J02838g		CAL0133118	YER050C	RSM18	S000000852
CAGL0G01210g	NIT3	CAL0129550	YLR351C	NIT3	S000004343
CAGL0G04675g		CAL0130791	YDR494W	RSM28	S000002902
CAGL0L05082g		CAL0135150	YKL077W	YKL077W	S000001560
CAGL0D00924g		CAL0128209	YDL058W	USO1	S000002216
CAGL0K03025g		CAL0134597	YMR071C	TVP18	S000004675
CAGL0C05555g		CAL0127312	YDL238C	GUD1	S000002397
CAGL0G00814g	CHS5	CAL0129391	YLR330W	CHS5	S000004322
CAGL0I01012g	PEP12	CAL0132748	YOR036W	PEP12	S000005562
CAGL0F08393g		CAL0131026	YGR261C	APL6	S000003493
CAGL0F06171g	nup116	CAL0131326	YMR047C	NUP116	S000004650
CAGL0G01034g	FKS1	CAL0130073	YLR342W	FKS1	S000004334
CAGL0B03927g		CAL0126992	YJR014W	TMA22	S000003775
CAGL0G03091g		CAL0130743	YGR094W	VAS1	S000003326
CAGL0I07623g		CAL0132176	YOL095C	HMI1	S000005455
CAGL0M13475g		CAL0136571	YMR288W	HSH155	S000004901
CAGL0G03751g		CAL0137551	YLL022C	HIF1	S000003945
CAGL0B04961g		CAL0127698	YLR172C	DPH5	S000004162
CAGL0M04697g		CAL0137311	YOR286W	RDL2	S000005812
CAGL0B00836g		CAL0127102	YCL033C	MXR2	S000000538
CAGL0M01672g		CAL0137333	YDR387C	YDR387C	S000002795
CAGL0F07623g		CAL0131288	YKL098W	MTC2	S000001581
CAGL0L01177g	FRDS1	CAL0135866	YEL047C	FRD1	S000000773
CAGL0F04367g		CAL0130886	YBL036C	YBL036C	S000000132
CAGL0K06963g	ROT2	CAL0134265	YBR229C	ROT2	S000000433
CAGL0B00286g		CAL0127052	YCL064C	CHA1	S000000569
CAGL0H09526g		CAL0130170	YER013W	PRP22	S000000815
CAGL0I08459g	RHO1	CAL0132212	YPR165W	RHO1	S000006369
CAGL0L03025g		CAL0135550	YKR025W	RPC37	S000001733
CAGL0D03256g		CAL0128203	YLR020C	YEH2	S000004010
CAGL0F08811g		CAL0131178	YGR013W	SNU71	S000003245
CAGL0L00803g		CAL0136078	YIL045W	PIG2	S000001307
CAGL0A00297g		CAL0126591	YGL018C	JAC1	S000002986
CAGL0G00704g		CAL0130257	YAR003W	SWD1	S000000064
CAGL0I02002g		CAL0130412	YHR156C	LIN1	S000001199
CAGL0I03498g		CAL0132206	YDL159W	STE7	S000002318
CAGL0B04103g		CAL0127140	YPR109W	YPR109W	S000006313
CAGL0F07777g		CAL0131152	YMR169C	ALD3	S000004779
CAGL0G03289g	SSA3	CAL0137603	YER103W	SSA4	S000000905
CAGL0M12166g		CAL0137035	YAL043C	PTA1	S000000041
CAGL0L07216g		CAL0136120	YDL095W	PMT1	S000002253
CAGL0L12804g		CAL0135398	YPL050C	MNN9	S000005971
CAGL0I04774g		CAL0129668	YBR036C	CSG2	S000000240
CAGL0L07392g		CAL0135196	YDL104C	QRI7	S000002262
CAGL0C03135g		CAL0127618	YLR272C	YCS4	S000004262
CAGL0J09064g		CAL0133658	YDL192W	ARF1	S000002351
CAGL0M09471g		CAL0136947	YMR159C	ATG16	S000004769
CAGL0M00594g		CAL0137441	YJR127C	RSF2	S000003888
CAGL0H08976g		CAL0131916	YGL135W	RPL1B	S000003103
CAGL0K06281g		CAL0134671	YDR454C	GUK1	S000002862
CAGL0L03828g		CAL0135972	YNL111C	CYB5	S000005055
CAGL0B02211g	CCH1	CAL0127760	YGR217W	CCH1	S000003449
CAGL0I07755g	HAL9	CAL0129458	YOL089C	HAL9	S000005449
CAGL0M06457g		CAL0136753	YBR187W	GDT1	S000000391
CAGL0L07304g	GET3	CAL0135306	YDL100C	GET3	S000002258
CAGL0J06974g		CAL0133106	YPL116W	HOS3	S000006037
CAGL0D01496g		CAL0128131	YPR067W	ISA2	S000006271
CAGL0J06028g	MEP2	CAL0133358	YNL142W	MEP2	S000005086
CAGL0F02079g		CAL0131032	YFL008W	SMC1	S000001886
CAGL0K06721g		CAL0134313	YBR215W	HPC2	S000000419
CAGL0G08404g		CAL0137743	YLR239C	LIP2	S000004229
CAGL0J11550g		CAL0133646	YNL195C	YNL195C	S000005139
CAGL0L08316g		CAL0135070	YIL139C	REV7	S000001401
CAGL0J11132g		CAL0133334	YNL173C	MDG1	S000005117
CAGL0L12210g		CAL0135282	YLR087C	CSF1	S000004077
CAGL0J07634g	SPO72	CAL0133478	YNL242W	ATG2	S000005186
CAGL0A02904g		CAL0126909	YDR371W	CTS2	S000002779
CAGL0M03663g		CAL0136835	YNL294C	RIM21	S000005238
CAGL0M02409g		CAL0136237	YPL146C	NOP53	S000006067
CAGL0L03762g		CAL0136076	YOR097C	YOR097C	S000005623
CAGL0G01276g		CAL0130759	YNL050C	YNL050C	S000004995
CAGL0E02013g		CAL0128568	YOL120C	RPL18A	S000005480
CAGL0H00825g		CAL0131972	YPL245W	YPL245W	S000006166
CAGL0H03971g		CAL0131676	YCR004C	YCP4	S000000597
CAGL0M00220g		CAL0137091	YJR143C	PMT4	S000003904
CAGL0J09592g		CAL0133552	YDL209C	CWC2	S000002368
CAGL0J09922g		CAL0133342	YNL066W	SUN4	S000005010
CAGL0G03465g		CAL0137623	YER112W	LSM4	S000000914
CAGL0H06391g		CAL0131456	YAL011W	SWC3	S000000009
CAGL0K05753g		CAL0134507	YDR508C	GNP1	S000002916
CAGL0L00825g		CAL0135430	YIL044C	AGE2	S000001306
CAGL0G05115g		CAL0129259	YBL026W	LSM2	S000000122
CAGL0F05555g		CAL0131106	YDR196C	CAB5	S000002604
CAGL0C01287g		CAL0127356	YIL114C	POR2	S000001376
CAGL0H04213g		CAL0131896	YML081W	TDA9	S000004546
CAGL0L03091g		CAL0135528	YKR029C	SET3	S000001737
CAGL0K03949g		CAL0134183	YMR135C	GID8	S000004742
CAGL0K12628g		CAL0133811	YFL036W	RPO41	S000001858
CAGL0L11044g		CAL0135558	YOR280C	FSH3	S000005806
CAGL0M05863g		CAL0136691	YKR062W	TFA2	S000001770
CAGL0J01375g		CAL0133370	YMR088C	VBA1	S000004694
CAGL0F01133g		CAL0129181	YOL033W	MSE1	S000005393
CAGL0K06501g		CAL0133953	YDR468C	TLG1	S000002876
CAGL0H04939g		CAL0131476	YLR377C	FBP1	S000004369
CAGL0L02101g		CAL0135532	YBR290W	BSD2	S000000494
CAGL0I08261g		CAL0132518	YER022W	SRB4	S000000824
CAGL0E02035g		CAL0128672	YOL119C	MCH4	S000005479
CAGL0J07612g	ZWF1	CAL0133172	YNL241C	ZWF1	S000005185
CAGL0J07370g	JJJ1	CAL0129917	YNL227C	JJJ1	S000005171
CAGL0H06567g	SLN1	CAL0129544	YIL147C	SLN1	S000001409
CAGL0C04257g		CAL0127464	YBR003W	COQ1	S000000207
CAGL0F03333g		CAL0131244	YMR270C	RRN9	S000004883
CAGL0C00517g		CAL0127432	YBR133C	HSL7	S000000337
CAGL0F04433g	URA7	CAL0131306	YBL039C	URA7	S000000135
CAGL0L10824g		CAL0135750	YCR046C	IMG1	S000000642
CAGL0J10736g		CAL0133726	YHR075C	PPE1	S000001117
CAGL0K05247g		CAL0133941	YPR030W	CSR2	S000006234
CAGL0D02354g		CAL0128463	YLR116W	MSL5	S000004106
CAGL0E00583g		CAL0128878	YCR083W	TRX3	S000000679
CAGL0K02145g		CAL0133927	YER130C	COM2	S000000932
CAGL0F06919g		CAL0129792	YIR036C	IRC24	S000001475
CAGL0J04026g		CAL0129501	YOR227W	HER1	S000005753
CAGL0F08217g		CAL0131176	YGR250C	YGR250C	S000003482
CAGL0B01683g	TMN2	CAL0127750	YDR107C	TMN2	S000002514
CAGL0M13915g		CAL0136257	YMR310C	YMR310C	S000004927
CAGL0D04730g		CAL0128447	YPR125W	YLH47	S000006329
CAGL0D00352g		CAL0128185	YKL188C	PXA2	S000001671
CAGL0L05742g		CAL0135616	YJL133W	MRS3	S000003669
CAGL0L03179g		CAL0135286	YKR035W-A	DID2	S000006435
CAGL0K08866g		CAL0134055	YOR261C	RPN8	S000005787
CAGL0B03443g		CAL0127838	YLR253W	MCP2	S000004243
CAGL0M11418g		CAL0136495	YLR097C	HRT3	S000004087
CAGL0L07084g		CAL0136192	YDL089W	NUR1	S000002247
CAGL0C02035g		CAL0127300	YFR044C	DUG1	S000001940
CAGL0J11396g		CAL0133758	YNL187W	SWT21	S000005131
CAGL0G09174g		CAL0137649	YPL195W	APL5	S000006116
CAGL0J09834g		CAL0132828	YBR125C	PTC4	S000000329
CAGL0I03718g		CAL0132570	YDL145C	COP1	S000002304
CAGL0A02475g		CAL0126967	YDR350C	ATP22	S000002758
