C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0B01727g		Ortholog(s) have D-ribulokinase activity and role in pentose metabolic process	2.29e+00	2.34e-06	2.74e+00	5.26e-07	-1.54e-01	2.85e-01	3.44e-01	1.17e-01	2.61e+00	3.53e+00	-5.48e-01	4.93e-01	1	1	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0B01727g	OFF	UP	UP	0	0	CAGL0B01727g	YDR109C	S000002516	YDR109C		Putative kinase	 NA	 NA	 NA	 NA
CAGL0B01881g		Ortholog(s) have tRNA (guanine-N2-)-methyltransferase activity, role in tRNA N2-guanine methylation, tRNA methylation and mitochondrion, nuclear envelope, nuclear inner membrane localization	-1.96e+00	1.38e-05	-1.59e+00	2.26e-05	-3.54e-01	3.68e-02	-4.48e-01	3.98e-02	-2.35e+00	-2.16e+00	-1.04e+00	-8.93e-01	-1	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B01881g	OFF	DOWN	DOWN	0	0	CAGL0B01881g	YDR120C	S000002527	YDR120C	TRM1	tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB	-2.55e-01	6.03e-01	-1.13e+00	4.59e-04
CAGL0B02475g	PHO84	Ortholog(s) have inorganic phosphate transmembrane transporter activity, manganese ion transmembrane transporter activity, selenite:proton symporter activity	-1.90e+00	5.06e-05	-1.19e+00	6.81e-03	1.23e+00	4.86e-04	5.12e+00	6.65e-07	-2.27e+00	-1.63e+00	2.87e+00	8.84e+00	-1	0	1	1	REGULATION	OTHERS	F2	CAGL0B02475g	Type I	DOWN	DOWN	UP	UP	CAGL0B02475g	YML123C	S000004592	YML123C	PHO84	High-affinity inorganic phosphate (Pi) transporter; also low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p; cells overexpressing Pho84p accumulate heavy metals but do not develop symptoms of metal toxicity	 NA	 NA	 NA	 NA
CAGL0B02585g		Ortholog(s) have role in ER-dependent peroxisome organization, endoplasmic reticulum inheritance, endoplasmic reticulum tubular network maintenance and endoplasmic reticulum tubular network organization, more	-4.77e-01	6.32e-03	-1.56e+00	1.21e-03	-1.03e-01	4.29e-01	4.63e-01	2.09e-01	-6.15e-01	-2.13e+00	-4.22e-01	7.01e-01	0	-1	0	0	STRESS RESPONSE	_	Others	CAGL0B02585g	OFF	0	DOWN	0	0	CAGL0B02585g	YDR233C	S000002641	YDR233C	RTN1	Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p, Yip3p, and Sbh1p; member of the RTNLA subfamily	-1.04e+00	8.78e-02	-7.21e-01	2.45e-03
CAGL0B02717g		Ortholog(s) have role in acetate catabolic process, carbon utilization and cytoplasm, extracellular region, nucleus localization	-3.58e-01	4.58e-02	-8.66e-01	1.25e-03	-5.71e-01	1.92e-03	-1.68e+00	1.84e-04	-4.75e-01	-1.21e+00	-1.58e+00	-3.05e+00	0	0	0	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0B02717g	OFF	0	0	DOWN	DOWN	CAGL0B02717g	YLR153C	S000004143	YLR153C	ACS2	Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions	-2.29e-01	5.28e-01	-3.23e-01	5.50e-02
CAGL0B02794g		Ortholog(s) have (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity, N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	-8.17e-01	1.02e-02	-8.33e-03	9.72e-01	1.92e+00	1.01e-04	3.78e-01	1.45e-01	-1.01e+00	-8.43e-02	4.59e+00	5.53e-01	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B02794g	OFF	0	0	UP	0	CAGL0B02794g	YLR359W	S000004351	YLR359W	ADE13	Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency; human ADSL can complement yeast ADE13 null mutant	4.08e-01	3.92e-01	-2.64e-01	6.77e-02
CAGL0B02838g	MUP1	Protein of unknown function	2.15e+00	3.50e-05	1.77e+00	1.32e-04	6.28e-01	1.03e-02	1.01e+00	1.51e-02	2.45e+00	2.25e+00	1.38e+00	1.66e+00	1	1	0	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0B02838g	OFF	UP	UP	0	0	CAGL0B02838g	YGR055W	S000003287	YGR055W	MUP1	High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake	 NA	 NA	 NA	 NA
CAGL0B02860g		Ortholog(s) have role in autophagy of mitochondrion, macroautophagy and mitochondrion localization	2.40e+00	5.34e-05	9.19e-01	2.06e-03	3.11e-01	4.21e-02	5.48e-01	3.72e-02	2.75e+00	1.13e+00	6.01e-01	8.50e-01	1	0	0	0	METABOLISM	MITOPHAGY	F1	CAGL0B02860g	OFF	UP	0	0	0	CAGL0B02860g	YLR356W	S000004348	YLR356W	ATG33	Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi, but not in higher eukaryotes; ATG33 has a paralog, SCM4, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0B02904g	BMT6	Beta mannosyltransferase	1.35e+00	5.11e-05	9.05e-01	2.70e-03	9.20e-01	4.35e-04	4.73e-01	7.91e-02	1.52e+00	1.12e+00	2.10e+00	7.19e-01	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0B02904g	Type II	UP	0	UP	0	CAGL0B02904g	NO_ORTHO	CAL0127110	CAGL0B02904g	BMT6	Beta mannosyltransferase	 NA	 NA	 NA	 NA
CAGL0B02970g	BMT5	Beta mannosyltransferase	1.49e-01	3.50e-01	-6.28e-01	8.47e-03	-6.04e-01	5.92e-04	1.51e+00	2.76e-04	1.17e-01	-8.98e-01	-1.66e+00	2.53e+00	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0B02970g	SWITCH	0	0	DOWN	UP	CAGL0B02970g	NO_ORTHO	CAL0127030	CAGL0B02970g	BMT5	Beta mannosyltransferase	 NA	 NA	 NA	 NA
CAGL0B03421g		Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	1.96e+00	3.53e-05	9.56e-01	4.37e-03	-4.95e-01	2.33e-02	-9.04e-01	7.63e-03	2.23e+00	1.18e+00	-1.39e+00	-1.69e+00	1	0	0	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0B03421g	Type I	UP	0	0	DOWN	CAGL0B03421g	YLR256W	S000004246	YLR256W	HAP1	Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus	 NA	 NA	 NA	 NA
CAGL0B03619g		Ortholog(s) have endopeptidase activity, peptidase activity, serine-type endopeptidase activity	2.65e+00	3.29e-06	1.93e+00	1.10e-05	3.62e-01	2.01e-02	6.08e-01	1.95e-02	3.04e+00	2.47e+00	7.28e-01	9.55e-01	1	1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0B03619g	OFF	UP	UP	0	0	CAGL0B03619g	YEL060C	S000000786	YEL060C	PRB1	Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog, YSP3, that arose from the whole genome duplication	-4.29e-01	3.95e-01	5.35e-01	3.14e-02
CAGL0B03663g		Ortholog(s) have citrate (Si)-synthase activity, role in citrate metabolic process and cytoplasm, peroxisome localization	-7.46e-01	9.00e-03	5.99e-01	2.11e-02	-8.25e-01	4.16e-03	-2.27e-01	4.27e-01	-9.28e-01	7.14e-01	-2.21e+00	-5.05e-01	0	0	-1	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0B03663g	OFF	0	0	DOWN	0	CAGL0B03663g	YCR005C	S000000598	YCR005C	CIT2	Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog, CIT1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0B03817g		Ortholog(s) have cytoplasm, nucleus localization	2.82e+00	2.53e-05	2.11e+00	2.45e-06	1.54e-01	4.86e-01	-1.88e-01	4.66e-01	3.24e+00	2.70e+00	2.14e-01	-4.37e-01	1	1	0	0	REGULATION	UNKNOWN	F2	CAGL0B03817g	OFF	UP	UP	0	0	CAGL0B03817g	YJR008W	S000003768	YJR008W	MHO1	Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility	 NA	 NA	 NA	 NA
CAGL0B03993g		Ortholog(s) have dihydroxy-acid dehydratase activity and role in branched-chain amino acid biosynthetic process	-2.69e+00	6.95e-06	-1.20e+00	1.32e-04	3.95e-01	2.84e-02	6.97e-01	6.72e-03	-3.20e+00	-1.65e+00	8.08e-01	1.11e+00	-1	0	0	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0B03993g	OFF	DOWN	DOWN	0	0	CAGL0B03993g	YJR016C	S000003777	YJR016C	ILV3	Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids	-5.33e-01	1.64e-01	-5.20e-01	1.30e-02
CAGL0B04213g		Ortholog(s) have role in positive regulation of glycerol transport	1.04e+00	1.00e-02	2.66e-01	3.35e-01	1.85e+00	3.38e-05	1.85e+00	3.94e-05	1.16e+00	2.77e-01	4.40e+00	3.12e+00	0	0	1	1	REGULATION	OTHERS	F2	CAGL0B04213g	OFF	0	0	UP	UP	CAGL0B04213g	YPR115W	S000006319	YPR115W	RGC1	Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	 NA	 NA	 NA	 NA
CAGL0B04433g		Has domain(s) with predicted nucleobase transmembrane transporter activity, transmembrane transporter activity, role in nucleobase transport, transmembrane transport and membrane localization	-7.60e-01	4.50e-03	-3.29e-01	2.44e-01	6.20e-01	3.41e-03	1.84e+00	1.71e-04	-9.45e-01	-5.06e-01	1.36e+00	3.12e+00	0	0	0	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0B04433g	OFF	0	0	0	UP	CAGL0B04433g	YBR021W	S000000225	YBR021W	FUR4	Plasma membrane localized uracil permease; expression is tightly regulated by uracil levels and environmental cues; conformational alterations induced by unfolding or substrate binding result in Rsp5p-mediated ubiquitination and degradation	 NA	 NA	 NA	 NA
CAGL0B04675g		Ortholog(s) have RNA binding, endoribonuclease activity, ribosome binding activity	4.86e+00	6.84e-07	4.40e+00	3.78e-07	-1.56e+00	5.28e-04	-1.90e+00	9.27e-05	5.62e+00	5.71e+00	-4.03e+00	-3.43e+00	1	1	-1	-1	REGULATION	TRANSLATION	F2	CAGL0B04675g	Type I	UP	UP	DOWN	DOWN	CAGL0B04675g	YNL001W	S000004946	YNL001W	DOM34	Protein that facilitates ribosomal subunit dissociation; Dom34-Hbs1 complex and Rli1p have roles in dissociating inactive ribosomes to facilitate translation restart, particularly ribosomes stalled in 3' UTRs; required for RNA cleavage in no-go decay, but reports conflict on endonuclease activity; Pelota ortholog; protein abundance increases in response to DNA replication stress; DOM34 has a paralog, YCL001W-B, that arose from the whole genome duplication	-9.32e-03	9.92e-01	3.14e+00	4.72e-02
CAGL0C00110g	EPA6	Sub-telomerically encoded adhesin with a role in cell adhesion; binds to ligands containing a terminal galactose residue; expressed during murine urinary tract infection, biofilm-upregulated; belongs to adhesin cluster I	2.20e-01	4.38e-01	-1.05e+00	3.01e-04	-3.57e-01	1.55e-01	1.38e+00	1.06e-04	2.00e-01	-1.45e+00	-1.05e+00	2.30e+00	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C00110g	OFF	0	0	0	UP	CAGL0C00110g	YAR050W	S000000084	YAR050W	FLO1	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication	 NA	 NA	 NA	 NA
CAGL0C00275g	HSP31	Putative cysteine protease; protein differentially expressed in azole resistant strain; gene is upregulated in azole-resistant strain	3.89e+00	5.10e-06	1.41e+00	1.37e-04	1.64e+00	1.46e-05	8.93e-01	1.23e-03	4.49e+00	1.77e+00	3.89e+00	1.45e+00	1	0	1	0	STRESS RESPONSE	_	Others	CAGL0C00275g	Type II	UP	UP	UP	0	CAGL0C00275g	YDR533C	S000002941	YDR533C	HSP31	Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress	-9.50e-02	8.38e-01	1.27e+00	5.10e-05
CAGL0C00495g		Ortholog(s) have cyclin-dependent protein serine/threonine kinase activator activity, histone binding, protein kinase activator activity, protein-containing complex binding, ubiquitin binding, zinc ion binding activity	-6.54e-01	3.16e-03	-6.21e-01	2.98e-02	-9.71e-01	2.45e-04	-6.19e-01	3.65e-02	-8.21e-01	-8.90e-01	-2.57e+00	-1.19e+00	0	0	-1	0	REGULATION	SIGNAL TRANSDUCTION	F2	CAGL0C00495g	OFF	0	0	DOWN	0	CAGL0C00495g	YBR135W	S000000339	YBR135W	CKS1	Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant	-1.52e+00	1.34e-01	1.03e+00	6.94e-04
CAGL0C00539g		Ortholog(s) have role in positive regulation of (R)-carnitine transmembrane transport, positive regulation of polyamine transmembrane transport	2.70e-01	2.03e-01	2.98e-01	1.34e-01	-1.11e+00	3.89e-05	4.28e-01	5.10e-02	2.59e-01	3.19e-01	-2.92e+00	6.41e-01	0	0	-1	0	REGULATION	OTHERS	F2	CAGL0C00539g	OFF	0	0	DOWN	0	CAGL0C00539g	YBR132C	S000000336	YBR132C	AGP2	Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes	 NA	 NA	 NA	 NA
CAGL0C00759g		Ortholog(s) have transcription coactivator activity and role in chromatin silencing at telomere, positive regulation of ribosomal protein gene transcription by RNA polymerase II	-3.11e-01	8.23e-02	3.76e-01	1.27e-01	-8.67e-02	4.27e-01	-1.69e+00	1.11e-04	-4.21e-01	4.20e-01	-3.82e-01	-3.07e+00	0	0	0	-1	REGULATION	TRANSLATION	F2	CAGL0C00759g	OFF	0	0	0	DOWN	CAGL0C00759g	YLR223C	S000004213	YLR223C	IFH1	Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0C00968g		Adhesin-like protein with a predicted role in cell adhesion; belongs to adhesin cluster VII; predicted GPI-anchor	3.85e-01	1.58e-02	-2.07e-01	4.42e-01	-6.73e-02	6.25e-01	1.34e+00	2.55e-03	3.93e-01	-3.45e-01	-3.34e-01	2.23e+00	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C00968g	OFF	0	0	0	UP	CAGL0C00968g	NO_ORTHO	CAL0127628	CAGL0C00968g		Adhesin-like protein with a predicted role in cell adhesion; belongs to adhesin cluster VII; predicted GPI-anchor	 NA	 NA	 NA	 NA
CAGL0C01133g		Adhesin-like protein; belongs to adhesin cluster VII; predicted GPI anchor	2.26e-01	9.29e-02	-3.20e-01	2.42e-01	-2.43e-02	8.47e-01	1.24e+00	3.70e-03	2.07e-01	-4.94e-01	-2.28e-01	2.06e+00	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C01133g	OFF	0	0	0	UP	CAGL0C01133g	NO_ORTHO	CAL0127384	CAGL0C01133g		Adhesin-like protein; belongs to adhesin cluster VII; predicted GPI anchor	 NA	 NA	 NA	 NA
CAGL0C01287g		Ortholog(s) have role in DNA transport, cell redox homeostasis, positive regulation of protein serine/threonine kinase activity and mitochondrial outer membrane localization	-1.42e+00	5.11e-05	-9.96e-01	5.45e-04	-1.54e-01	1.42e-01	-1.19e+00	2.33e-04	-1.71e+00	-1.38e+00	-5.48e-01	-2.19e+00	0	0	0	-1	REGULATION	OTHERS	F2	CAGL0C01287g	Type II	DOWN	0	0	DOWN	CAGL0C01287g	YIL114C	S000001376	YIL114C	POR2	Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication	5.16e-01	2.57e-01	-1.26e-01	5.53e-01
CAGL0C01325g		Ortholog(s) have cytochrome-c oxidase activity, nitrite reductase (NO-forming) activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV localization	-1.80e+00	7.33e-05	-1.80e+00	1.65e-05	-1.41e-01	2.81e-01	7.10e-01	1.98e-02	-2.16e+00	-2.45e+00	-5.16e-01	1.13e+00	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0C01325g	OFF	DOWN	DOWN	0	0	CAGL0C01325g	YIL111W	S000001373	YIL111W	COX5B	Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication	-2.50e-01	4.43e-01	-3.02e-01	7.99e-02
CAGL0C01595g		Ortholog(s) have glutaminase activity, imidazoleglycerol-phosphate synthase activity and role in histidine biosynthetic process	-2.34e-01	5.64e-01	5.97e-01	4.14e-02	3.84e-01	6.36e-02	1.37e+00	1.24e-03	-3.30e-01	7.12e-01	7.80e-01	2.30e+00	0	0	0	1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C01595g	OFF	0	0	0	UP	CAGL0C01595g	YBR248C	S000000452	YBR248C	HIS7	Imidazole glycerol phosphate synthase; glutamine amidotransferase:cyclase that catalyzes the fifth step of histidine biosynthesis and also produces 5-aminoimidazole-4-carboxamide ribotide (AICAR), a purine precursor	1.41e-01	7.26e-01	3.39e-01	3.28e-02
CAGL0C01727g		Ortholog(s) have UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	-3.97e-01	7.90e-03	-1.85e-01	4.03e-01	-7.63e-01	7.98e-04	-5.75e-02	8.65e-01	-5.21e-01	-3.17e-01	-2.05e+00	-2.09e-01	0	0	-1	0	REDOX SIGNALING	METABOLISM	F3	CAGL0C01727g	OFF	0	0	DOWN	0	CAGL0C01727g	YBR243C	S000000447	YBR243C	ALG7	UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant	 NA	 NA	 NA	 NA
CAGL0C01749g		Ortholog(s) have 5'-deoxynucleotidase activity, GMP 5'-nucleotidase activity and role in deoxyribonucleoside monophosphate catabolic process	1.90e-01	4.04e-01	-9.51e-01	1.22e-03	-8.26e-01	1.04e-04	-1.24e+00	5.29e-04	1.66e-01	-1.32e+00	-2.21e+00	-2.28e+00	0	0	-1	-1	UNCLASSIFIED	_	Others	CAGL0C01749g	OFF	0	0	DOWN	DOWN	CAGL0C01749g	YBR242W	S000000446	YBR242W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR242W is not an essential gene; YBR242W has a paralog, YGL101W, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0C01771g		Ortholog(s) have fungal-type vacuole membrane localization	2.72e+00	2.75e-06	2.33e+00	4.12e-06	1.84e-02	9.28e-01	7.67e-01	7.00e-03	3.12e+00	2.99e+00	-1.22e-01	1.23e+00	1	1	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0C01771g	OFF	UP	UP	0	0	CAGL0C01771g	YBR241C	S000000445	YBR241C		Putative transporter, member of the sugar porter family; green fluorescent protein (GFP)-fusion protein localizes to the vacuolar membrane; YBR241C is not an essential gene; YBR241C has a paralog, VPS73, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
